,WMT_open,BK_open,CI_open,JPM_open,DD_open,CL_open,HIG_open,AFL_open,DOX_open,BCE_open,BRK.B_open,KO_open,HON_open,L_open,PEP_open,RSG_open,PG_open,SYY_open,WU_open,Values
2006-10-13,0.05295512280268958,0.05283973409783549,0.052874350709291716,0.05354937463268817,0.05312243642472802,0.05238106399604046,0.05305897263705827,0.052424334760360736,0.052782039745408446,0.05323782512958212,0.04933768690551367,0.052493567983273204,0.05313397529521343,0.053024356025602036,0.05173200253123617,0.05346860253929031,0.05242433476036074,0.05295512280268958,0.05220509622113796,10000000.0
2006-10-20,0.05295512280268958,0.05283973409783549,0.052874350709291716,0.05354937463268817,0.05312243642472802,0.05238106399604046,0.05305897263705827,0.052424334760360736,0.052782039745408446,0.05323782512958212,0.04933768690551367,0.052493567983273204,0.05313397529521343,0.053024356025602036,0.05173200253123617,0.05346860253929031,0.05242433476036074,0.05295512280268958,0.05220509622113796,9993819.247373179
2006-10-27,0.05295512280268958,0.05283973409783549,0.052874350709291716,0.05354937463268817,0.05312243642472802,0.05238106399604046,0.05305897263705827,0.052424334760360736,0.052782039745408446,0.05323782512958212,0.04933768690551367,0.052493567983273204,0.05313397529521343,0.053024356025602036,0.05173200253123617,0.05346860253929031,0.05242433476036074,0.05295512280268958,0.05220509622113796,9984398.879743602
2006-11-03,0.05269242523602994,0.05265889432925126,0.05291097331581687,0.053368852077725085,0.052943353139161466,0.05224980611580816,0.0529331580165962,0.05224827692773602,0.052587864659608054,0.05285702080672288,0.05242549142292118,0.05231525882159471,0.052948041608384275,0.052880950120216236,0.05156092248420106,0.05327327259946203,0.05226642235826764,0.052849241298223985,0.05202977466227275,10182272.195181005
2006-11-10,0.05269242523602994,0.05265889432925126,0.05291097331581687,0.053368852077725085,0.052943353139161466,0.05224980611580816,0.0529331580165962,0.05224827692773602,0.052587864659608054,0.05285702080672288,0.05242549142292118,0.05231525882159471,0.052948041608384275,0.052880950120216236,0.05156092248420106,0.05327327259946203,0.05226642235826764,0.052849241298223985,0.05202977466227275,10099077.522254806
2006-11-17,0.05293140425995051,0.052889521903025524,0.05329832339897972,0.05353980294810761,0.05310378142234981,0.05243389580009051,0.05332789606637301,0.05240027143579739,0.05263439895290963,0.0529650627270609,0.04912322452535305,0.05253623552290209,0.05312497289415599,0.052984466535728116,0.05168861627418402,0.05344576065200984,0.052418469652869525,0.05302767110242738,0.05212622392572516,10154595.152485847
2006-11-24,0.052832485102434344,0.052681079055656804,0.05403669114696547,0.053249203053867204,0.05269354065326721,0.05214103103804376,0.052764572759354735,0.05219611738378529,0.05264254726732641,0.05291339612665474,0.052151725593552224,0.0522984174454019,0.05288448975342106,0.05308356328237349,0.051536134437022874,0.05298713151969042,0.05213867892047207,0.0529094610406945,0.0518597344200157,10185819.344170805
2006-12-01,0.052832485102434344,0.052681079055656804,0.05403669114696547,0.053249203053867204,0.05269354065326721,0.05214103103804376,0.052764572759354735,0.05219611738378529,0.05264254726732641,0.05291339612665474,0.052151725593552224,0.0522984174454019,0.05288448975342106,0.05308356328237349,0.051536134437022874,0.05298713151969042,0.05213867892047207,0.0529094610406945,0.0518597344200157,10172674.724818096
2006-12-08,0.05259227627950201,0.05249508251629898,0.0540240323547053,0.05305278495958403,0.05244325624487575,0.05189807985406213,0.05273791631631835,0.051976478937653545,0.05239488216796153,0.05272896869581007,0.05530572082572866,0.05230623913199045,0.05257240373355877,0.05285060245446452,0.051417013019145745,0.052795269107502256,0.05198520390540555,0.05271787986746055,0.051705909627971926,10203864.494998934
2006-12-15,0.052395908914588944,0.05230700189147989,0.05384011105936548,0.052877994229543784,0.05225059730075026,0.05170195433957154,0.0525990444145205,0.05179253872297436,0.05218041470229625,0.05254395731465432,0.05871166889462293,0.052112088176008715,0.05239241443890533,0.05266617961286206,0.05122023603608886,0.05258655231972185,0.05179695269867854,0.05252089884658061,0.05150348608678568,10325894.256998036
