,WMT,BK,CI,JPM,DD,CL,HIG,AFL,DOX,BCE,BRK.B,KO,HON,L,PEP,RSG,PG,SYY,WU,Values
2013-07-12,0.04813581811089243,0.030026335551158016,0.07674573703992858,0.03469559600175374,0.05984342265447575,0.06787944085699912,0.02668594912724374,0.046797512273165844,0.05605152858653066,0.06803020733665113,0.04766915198878977,0.056073386932328086,0.06723901072168524,0.05404625935908292,0.06947697385250741,0.0539917046943578,0.06262004322868797,0.05302484967442755,0.02096707200933439,13159593.85881532
2013-07-19,0.04772353377189426,0.0302596774757278,0.07618718945720425,0.034182744886940494,0.06109959126082117,0.06733240894519084,0.026108941162834284,0.046956157534353817,0.056149063082234905,0.06912496608075776,0.046855282072730785,0.05458531230541009,0.06704903015234326,0.05305495592838165,0.07069982713966778,0.054333732540455724,0.0635070198771436,0.05403442168355723,0.020756144642350226,13254014.750924509
2013-07-26,0.047711751496662916,0.031860027907202,0.07831573726044004,0.03441608646627695,0.06140796175308906,0.06569883313260948,0.02554885569352128,0.046822278005605296,0.056015331191688535,0.06693099980734304,0.04740705068870677,0.0539968767145479,0.06693363510756631,0.05393084507810045,0.07210805212828372,0.05371092560550691,0.06258481779246022,0.05434273263229748,0.02025720153809189,13610781.23469242
2013-08-02,0.04825691586553992,0.03225289554738299,0.07862984035293992,0.03463040879823155,0.06252156187297395,0.06928719444492971,0.024534305717649016,0.05003273915257083,0.05651103847994944,0.06588408242633824,0.046239929086911456,0.05346636845604228,0.06712738567503014,0.055391122405951364,0.07149407222058586,0.05098228323403528,0.06166319435514981,0.051437952734247144,0.019656709173541072,13716868.696563289
2013-08-09,0.04825691586553992,0.03225289554738299,0.07862984035293992,0.03463040879823155,0.06252156187297395,0.06928719444492971,0.024534305717649016,0.05003273915257083,0.05651103847994944,0.06588408242633824,0.046239929086911456,0.05346636845604228,0.06712738567503014,0.055391122405951364,0.07149407222058586,0.05098228323403528,0.06166319435514981,0.051437952734247144,0.019656709173541072,13627548.710401533
2013-08-16,0.04671586136184988,0.030960622609210876,0.08097174600887735,0.0327087139533249,0.0669607259194802,0.06967918340337902,0.023648194759920485,0.04874154521751148,0.05604644616802655,0.06574787868986655,0.044928249938098956,0.053738930768954765,0.0661370411644132,0.055421453803773384,0.07169806226037029,0.05211122803645246,0.06255101258755058,0.05103075764449861,0.020202345704440513,13733629.655188907
2013-08-23,0.04671586136184988,0.030960622609210876,0.08097174600887735,0.0327087139533249,0.0669607259194802,0.06967918340337902,0.023648194759920485,0.04874154521751148,0.05604644616802655,0.06574787868986655,0.044928249938098956,0.053738930768954765,0.0661370411644132,0.055421453803773384,0.07169806226037029,0.05211122803645246,0.06255101258755058,0.05103075764449861,0.020202345704440513,13642828.138100604
2013-08-30,0.04671586136184988,0.030960622609210876,0.08097174600887735,0.0327087139533249,0.0669607259194802,0.06967918340337902,0.023648194759920485,0.04874154521751148,0.05604644616802655,0.06574787868986655,0.044928249938098956,0.053738930768954765,0.0661370411644132,0.055421453803773384,0.07169806226037029,0.05211122803645246,0.06255101258755058,0.05103075764449861,0.020202345704440513,13404306.517980453
2013-09-06,0.04698789984884047,0.03052174092842785,0.0816245502851315,0.032412591120907504,0.06615995923006858,0.06939381604674015,0.023437394102785135,0.048050281260256685,0.05525500139391262,0.07061470917493,0.04451185963299347,0.053718107331239065,0.0658165079923422,0.05466320268795048,0.07271267176192055,0.05114178488403555,0.061789798047352386,0.0513743637450761,0.0198137605250899,13442518.455069158
2013-09-13,0.04698789984884047,0.03052174092842785,0.0816245502851315,0.032412591120907504,0.06615995923006858,0.06939381604674015,0.023437394102785135,0.048050281260256685,0.05525500139391262,0.07061470917493,0.04451185963299347,0.053718107331239065,0.0658165079923422,0.05466320268795048,0.07271267176192055,0.05114178488403555,0.061789798047352386,0.0513743637450761,0.0198137605250899,13332943.250665065
