,HIG_open,AFL_open,DOX_open,BCE_open,BRK.B_open,BK_open,CI_open,JPM_open,DD_open,CL_open,KO_open,HON_open,L_open,PEP_open,RSG_open,PG_open,WMT_open,SYY_open,WU_open,Values
2006-10-02,0.052241725422563765,0.05255233081374922,0.05264017880317542,0.05279077535647745,0.054149281764389594,0.05252723138819888,0.05261507937762507,0.05255233081374922,0.05251913682345889,0.05259782352255921,0.052455070539741654,0.052768813359120904,0.052536643672780256,0.0523107488428272,0.0525209565318113,0.05259625480846232,0.05252409396000509,0.05234526055295892,0.05275626364634573,10000000.0
2006-10-03,0.052241725422563765,0.05255233081374922,0.05264017880317542,0.05279077535647745,0.054149281764389594,0.05252723138819888,0.05261507937762507,0.05255233081374922,0.05251913682345889,0.05259782352255921,0.052455070539741654,0.052768813359120904,0.052536643672780256,0.0523107488428272,0.0525209565318113,0.05259625480846232,0.05252409396000509,0.05234526055295892,0.05275626364634573,9967071.193943046
2006-10-04,0.05229017148130783,0.05247871341088901,0.0525157572759661,0.052689100628166924,0.055623228981321715,0.05243801770139439,0.0525413740740717,0.052459394753041885,0.052385807843609515,0.05248731309392243,0.052414645790140706,0.05270412995532891,0.05242258313987188,0.05218710596378563,0.05243910859740778,0.052578738879127805,0.05250476317852604,0.05223802970453237,0.05260201554758737,10013243.037961954
2006-10-05,0.052198155061843624,0.052374905162188276,0.05242230132926463,0.05258278421385551,0.057175094210353515,0.05234938466387614,0.052607461700422097,0.05236708054684044,0.0523050628889403,0.052405369690789454,0.052321890054611325,0.05262184805684471,0.05234230185560411,0.05209837901160442,0.05236452770474729,0.05249508702941855,0.052350871100101865,0.05213054937544778,0.052486946343246126,10108555.876568345
2006-10-06,0.05224919294888524,0.05300674062055772,0.0525677989500847,0.05283901117196922,0.0557063578584251,0.05193002298802888,0.051602829758486186,0.05221431079123805,0.05335918992705542,0.052590074539474625,0.052451432308417215,0.05215300407546226,0.05218960438653298,0.05210249021615993,0.0525883122329982,0.05262505809660343,0.052417743668318285,0.052900011120173604,0.052506814341128964,10118470.252116712
2006-10-09,0.05224919294888524,0.05300674062055772,0.0525677989500847,0.05283901117196922,0.0557063578584251,0.05193002298802888,0.051602829758486186,0.05221431079123805,0.05335918992705542,0.052590074539474625,0.052451432308417215,0.05215300407546226,0.05218960438653298,0.05210249021615993,0.0525883122329982,0.05262505809660343,0.052417743668318285,0.052900011120173604,0.052506814341128964,10093876.427797532
2006-10-10,0.0521418013916602,0.05292205079186646,0.052489325579981996,0.052758549047498826,0.05727967927672021,0.051840048568991215,0.05148480583613393,0.05214301704820869,0.05326673932068626,0.052500927041607956,0.05235426541104484,0.0520720232636602,0.05211326000792035,0.05200987426359376,0.052505079121440826,0.05254807672441133,0.05232221043968654,0.05281747396070678,0.0524307929041795,10115249.0468883
2006-10-11,0.0521418013916602,0.05292205079186646,0.052489325579981996,0.052758549047498826,0.05727967927672021,0.051840048568991215,0.05148480583613393,0.05214301704820869,0.05326673932068626,0.052500927041607956,0.05235426541104484,0.0520720232636602,0.05211326000792035,0.05200987426359376,0.052505079121440826,0.05254807672441133,0.05232221043968654,0.05281747396070678,0.0524307929041795,10113412.820598269
2006-10-12,0.052069910375272525,0.05280107531726125,0.05238213167330366,0.05263008965348392,0.0588952775547716,0.051741887453230384,0.05142706532423109,0.05209987266039022,0.05318824878395238,0.05239228775116061,0.05226081566207788,0.05199740830098383,0.052032235585847776,0.05188182938996823,0.05244406166157938,0.052453569547929,0.05222740105555417,0.05275466319591896,0.052320169053082954,10136683.526258126
2006-10-13,0.052069910375272525,0.05280107531726125,0.05238213167330366,0.05263008965348392,0.0588952775547716,0.051741887453230384,0.05142706532423109,0.05209987266039022,0.05318824878395238,0.05239228775116061,0.05226081566207788,0.05199740830098383,0.052032235585847776,0.05188182938996823,0.05244406166157938,0.052453569547929,0.05222740105555417,0.05275466319591896,0.052320169053082954,10097212.949608017
2006-10-16,0.052069910375272525,0.05280107531726125,0.05238213167330366,0.05263008965348392,0.0588952775547716,0.051741887453230384,0.05142706532423109,0.05209987266039022,0.05318824878395238,0.05239228775116061,0.05226081566207788,0.05199740830098383,0.052032235585847776,0.05188182938996823,0.05244406166157938,0.052453569547929,0.05222740105555417,0.05275466319591896,0.052320169053082954,10089617.37837183
2006-10-17,0.052069910375272525,0.05280107531726125,0.05238213167330366,0.05263008965348392,0.0588952775547716,0.051741887453230384,0.05142706532423109,0.05209987266039022,0.05318824878395238,0.05239228775116061,0.05226081566207788,0.05199740830098383,0.052032235585847776,0.05188182938996823,0.05244406166157938,0.052453569547929,0.05222740105555417,0.05275466319591896,0.052320169053082954,10035446.259666713
2006-10-18,0.052020684553210024,0.05269350210168803,0.05224866973509355,0.05250569859059841,0.060542580787161335,0.0516225306969918,0.05143533234514042,0.05195900266410829,0.053088183759613126,0.05231303778904557,0.05216916553069494,0.0518811490384276,0.051937296925254346,0.05182763115815575,0.052332753489685906,0.0523913355158387,0.0521269217716973,0.05264568829077769,0.05225883525681724,10075117.31117408
2006-10-19,0.052020684553210024,0.05269350210168803,0.05224866973509355,0.05250569859059841,0.060542580787161335,0.0516225306969918,0.05143533234514042,0.05195900266410829,0.053088183759613126,0.05231303778904557,0.05216916553069494,0.0518811490384276,0.051937296925254346,0.05182763115815575,0.052332753489685906,0.0523913355158387,0.0521269217716973,0.05264568829077769,0.05225883525681724,10048177.775951095
