,HIG_open,AFL_open,DOX_open,BCE_open,BRK.B_open,BK_open,CI_open,JPM_open,DD_open,CL_open,KO_open,HON_open,L_open,PEP_open,RSG_open,PG_open,WMT_open,SYY_open,WU_open,Values
2019-09-26 10:30:00,0.05635570186488945,0.04992312591644403,0.05635570186488945,0.04992312591644403,0.04992312591644403,0.04992312591644403,0.04992312591644403,0.04992312591644403,0.04992312591644403,0.05635570186488945,0.04992312591644403,0.04992312591644403,0.04992312591644403,0.05635570186488945,0.05635570186488945,0.05635570186488945,0.04992312591644403,0.05635570186488945,0.05635570186488945,10000000.0
2019-09-26 11:30:00,0.05635570186488945,0.04992312591644403,0.05635570186488945,0.04992312591644403,0.04992312591644403,0.04992312591644403,0.04992312591644403,0.04992312591644403,0.04992312591644403,0.05635570186488945,0.04992312591644403,0.04992312591644403,0.04992312591644403,0.05635570186488945,0.05635570186488945,0.05635570186488945,0.04992312591644403,0.05635570186488945,0.05635570186488945,9982119.08345577
2019-09-26 12:30:00,0.05949423549278113,0.05270341973434159,0.05949423549278113,0.05270341973434159,0.05270341973434159,0.04668772409103768,0.04668772409103768,0.04668772409103768,0.04668772409103768,0.05949423549278113,0.05270341973434159,0.04668772409103768,0.04668772409103768,0.05270341973434159,0.05949423549278113,0.05949423549278113,0.04668772409103768,0.05270341973434159,0.05949423549278113,10003416.124071617
2019-09-26 13:30:00,0.05949423549278113,0.05270341973434159,0.05949423549278113,0.05270341973434159,0.05270341973434159,0.04668772409103768,0.04668772409103768,0.04668772409103768,0.04668772409103768,0.05949423549278113,0.05270341973434159,0.04668772409103768,0.04668772409103768,0.05270341973434159,0.05949423549278113,0.05949423549278113,0.04668772409103768,0.05270341973434159,0.05949423549278113,9995861.41314526
2019-09-26 14:30:00,0.05618537453898843,0.049772240162978404,0.0634248388609701,0.049772240162978404,0.05618537453898843,0.049772240162978404,0.0440911164367545,0.0440911164367545,0.049772240162978404,0.05618537453898843,0.05618537453898843,0.049772240162978404,0.049772240162978404,0.05618537453898843,0.05618537453898843,0.05618537453898843,0.0440911164367545,0.05618537453898843,0.05618537453898843,10017722.062211538
2019-09-26 15:30:00,0.05618537453898843,0.049772240162978404,0.0634248388609701,0.049772240162978404,0.05618537453898843,0.049772240162978404,0.0440911164367545,0.0440911164367545,0.049772240162978404,0.05618537453898843,0.05618537453898843,0.049772240162978404,0.049772240162978404,0.05618537453898843,0.05618537453898843,0.05618537453898843,0.0440911164367545,0.05618537453898843,0.05618537453898843,10012021.495963832
2019-09-27 10:30:00,0.05618537453898843,0.049772240162978404,0.0634248388609701,0.049772240162978404,0.05618537453898843,0.049772240162978404,0.0440911164367545,0.0440911164367545,0.049772240162978404,0.05618537453898843,0.05618537453898843,0.049772240162978404,0.049772240162978404,0.05618537453898843,0.05618537453898843,0.05618537453898843,0.0440911164367545,0.05618537453898843,0.05618537453898843,9987847.940157885
2019-09-27 11:30:00,0.05547385200446931,0.05547385200446931,0.06262163691619159,0.04914193252936314,0.05547385200446931,0.05547385200446931,0.04353275363906438,0.04353275363906438,0.04914193252936314,0.05547385200446931,0.05547385200446931,0.04914193252936314,0.04914193252936314,0.05547385200446931,0.05547385200446931,0.05547385200446931,0.04353275363906438,0.05547385200446931,0.05547385200446931,10011802.381260037
2019-09-27 12:30:00,0.05547385200446931,0.05547385200446931,0.06262163691619159,0.04914193252936314,0.05547385200446931,0.05547385200446931,0.04353275363906438,0.04353275363906438,0.04914193252936314,0.05547385200446931,0.05547385200446931,0.04914193252936314,0.04914193252936314,0.05547385200446931,0.05547385200446931,0.05547385200446931,0.04353275363906438,0.05547385200446931,0.05547385200446931,9973429.147204364
2019-09-27 13:30:00,0.05547385200446931,0.05547385200446931,0.06262163691619159,0.04914193252936314,0.05547385200446931,0.05547385200446931,0.04353275363906438,0.04353275363906438,0.04914193252936314,0.05547385200446931,0.05547385200446931,0.04914193252936314,0.04914193252936314,0.05547385200446931,0.05547385200446931,0.05547385200446931,0.04353275363906438,0.05547385200446931,0.05547385200446931,9963495.569022568
