,HIG,AFL,DOX,BCE,BRK.B,BK,CI,JPM,DD,CL,KO,HON,L,PEP,RSG,PG,WMT,SYY,WU,Values
2006-10-02,0.00871075465601967,0.015563805966812507,0.0036598077833026764,0.016794757995064528,0.20762109383656954,0.017517154984480907,0.029014464658340827,0.15979825761578667,0.01881537002627923,0.022551383304697952,0.08942481569739887,0.04976685395333502,0.005889984926086502,0.07348387029047124,0.010965815225780164,0.1185850816856811,0.1314155987205253,0.015945611049485747,0.004475517623881558,10000000.0
2006-10-03,0.008672857275565918,0.015542251788054136,0.003677132480609701,0.017046760896939423,0.20856297131252147,0.017502091879332222,0.02820668152144017,0.16003287604334948,0.018674023440270377,0.022564378140760556,0.08907562389026152,0.0503102524833228,0.0058716590179913476,0.07294780652426665,0.01095800593099784,0.11865635982420394,0.13135818251808842,0.015756626956909107,0.004583458075115106,10000000.0
2006-10-04,0.008672857275565918,0.015542251788054136,0.003677132480609701,0.017046760896939423,0.20856297131252147,0.017502091879332222,0.02820668152144017,0.16003287604334948,0.018674023440270377,0.022564378140760556,0.08907562389026152,0.0503102524833228,0.0058716590179913476,0.07294780652426665,0.01095800593099784,0.11865635982420394,0.13135818251808842,0.015756626956909107,0.004583458075115106,9973761.347816363
2006-10-05,0.008815281309279355,0.015585234798386246,0.003610382519694672,0.01709648904104981,0.20706369887638837,0.017558629743643108,0.028076477199069316,0.15885237254845316,0.018330715876379532,0.02241285686412014,0.09015334727001055,0.0507199520804115,0.005831859750042179,0.07168607885689854,0.011020860933950502,0.11970027668749615,0.13339227117662752,0.015584745382042558,0.004508469086056807,10016762.575763768
2006-10-06,0.008833692727752028,0.015566730132358559,0.003622381348500411,0.016909698555224287,0.20949522558680453,0.017682235583775303,0.028937441477396526,0.15815621464169044,0.01839432667602818,0.022614064127906158,0.09042601540652764,0.0511654698636031,0.005898562220641463,0.0716599794250114,0.01112505879549479,0.119565115370296,0.13012669225972562,0.015377709128685635,0.004443386672577979,10128976.145925168
2006-10-09,0.008833692727752028,0.015566730132358559,0.003622381348500411,0.016909698555224287,0.20949522558680453,0.017682235583775303,0.028937441477396526,0.15815621464169044,0.01839432667602818,0.022614064127906158,0.09042601540652764,0.0511654698636031,0.005898562220641463,0.0716599794250114,0.01112505879549479,0.119565115370296,0.13012669225972562,0.015377709128685635,0.004443386672577979,10125158.764631297
2006-10-10,0.008833692727752028,0.015566730132358559,0.003622381348500411,0.016909698555224287,0.20949522558680453,0.017682235583775303,0.028937441477396526,0.15815621464169044,0.01839432667602818,0.022614064127906158,0.09042601540652764,0.0511654698636031,0.005898562220641463,0.0716599794250114,0.01112505879549479,0.119565115370296,0.13012669225972562,0.015377709128685635,0.004443386672577979,10088110.958737684
2006-10-11,0.008805203937963997,0.015565528546962457,0.0036268119851385902,0.017431011725781636,0.21059561708091465,0.017613827618426805,0.028806686662789925,0.15825314503900925,0.018341581521845517,0.02253483029537937,0.09008858480558408,0.051187756255497964,0.0059090882896724465,0.07121020151481142,0.011114915709496668,0.11937935458971667,0.12970814196734615,0.015372987913261865,0.004454724540400496,10104507.208610384
2006-10-12,0.008805203937963997,0.015565528546962457,0.0036268119851385902,0.017431011725781636,0.21059561708091465,0.017613827618426805,0.028806686662789925,0.15825314503900925,0.018341581521845517,0.02253483029537937,0.09008858480558408,0.051187756255497964,0.0059090882896724465,0.07121020151481142,0.011114915709496668,0.11937935458971667,0.12970814196734615,0.015372987913261865,0.004454724540400496,10090618.20417868
2006-10-13,0.008857898256423741,0.015297852074512824,0.003592201583915331,0.016931331641115835,0.2126066547452755,0.017540523014184965,0.02877939079513611,0.15970293635100127,0.018349449764249706,0.02214917996244198,0.08995095770586792,0.05168858933431369,0.005915674664975458,0.0699341297254304,0.011204417980823115,0.11848750726173142,0.12909969097240162,0.015573275881956974,0.004338338284241999,10134474.340760661
2006-10-16,0.008857898256423741,0.015297852074512824,0.003592201583915331,0.016931331641115835,0.2126066547452755,0.017540523014184965,0.02877939079513611,0.15970293635100127,0.018349449764249706,0.02214917996244198,0.08995095770586792,0.05168858933431369,0.005915674664975458,0.0699341297254304,0.011204417980823115,0.11848750726173142,0.12909969097240162,0.015573275881956974,0.004338338284241999,10128024.318839181
2006-10-17,0.008857898256423741,0.015297852074512824,0.003592201583915331,0.016931331641115835,0.2126066547452755,0.017540523014184965,0.02877939079513611,0.15970293635100127,0.018349449764249706,0.02214917996244198,0.08995095770586792,0.05168858933431369,0.005915674664975458,0.0699341297254304,0.011204417980823115,0.11848750726173142,0.12909969097240162,0.015573275881956974,0.004338338284241999,10089362.590278473
2006-10-18,0.008857898256423741,0.015297852074512824,0.003592201583915331,0.016931331641115835,0.2126066547452755,0.017540523014184965,0.02877939079513611,0.15970293635100127,0.018349449764249706,0.02214917996244198,0.08995095770586792,0.05168858933431369,0.005915674664975458,0.0699341297254304,0.011204417980823115,0.11848750726173142,0.12909969097240162,0.015573275881956974,0.004338338284241999,10048303.133215398
2006-10-19,0.008898539973361819,0.015245880833053931,0.0035527141833436976,0.016817344218384638,0.21391325883041976,0.0171074747629376,0.029096762107620563,0.1583689524156884,0.01830759508939175,0.02223760372632813,0.09101405493450052,0.05062743418404668,0.005914759640628108,0.07021663426486473,0.011139346115697802,0.11868351248137267,0.12912373116917222,0.015263848261058715,0.004470552808128272,10092921.028035281
