,HIG,AFL,DOX,BCE,BRK.B,BK,CI,JPM,DD,CL,KO,HON,L,PEP,RSG,PG,WMT,SYY,WU,Values
2019-09-26 10:30:00,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,10000000.0
2019-09-26 11:30:00,0.05327534900244393,0.05224222062970135,0.05340007544289873,0.05253012891214997,0.052127392266143616,0.05213262970932427,0.04731608802358217,0.05202109859926877,0.052867385366731495,0.053600900989700634,0.05292719618581203,0.052530670510069925,0.052386601050381704,0.05308963186207458,0.0535306325144351,0.053162833666206895,0.052647725718396786,0.05464564804251397,0.05356579150816398,10000000.0
2019-09-26 12:30:00,0.05327534900244393,0.05224222062970135,0.05340007544289873,0.05253012891214997,0.052127392266143616,0.05213262970932427,0.04731608802358217,0.05202109859926877,0.052867385366731495,0.053600900989700634,0.05292719618581203,0.052530670510069925,0.052386601050381704,0.05308963186207458,0.0535306325144351,0.053162833666206895,0.052647725718396786,0.05464564804251397,0.05356579150816398,9982119.08345577
2019-09-26 13:30:00,0.05598356424646159,0.053955920073443665,0.055297550225693236,0.05429680511663692,0.05349697775606867,0.04731280386641319,0.045419174045624566,0.05148771950574306,0.04904546414152366,0.05440001586091509,0.0555259725446766,0.05118801275259891,0.0519504419646365,0.053286118913921605,0.058168745606532325,0.05440780800376914,0.050564901822042305,0.049421829389239835,0.054790174164059166,10003092.333502496
2019-09-26 14:30:00,0.05598356424646159,0.053955920073443665,0.055297550225693236,0.05429680511663692,0.05349697775606867,0.04731280386641319,0.045419174045624566,0.05148771950574306,0.04904546414152366,0.05440001586091509,0.0555259725446766,0.05118801275259891,0.0519504419646365,0.053286118913921605,0.058168745606532325,0.05440780800376914,0.050564901822042305,0.049421829389239835,0.054790174164059166,9995167.834995523
2019-09-26 15:30:00,0.056277686787665746,0.05170359522811504,0.055792196635710285,0.05407898093764754,0.05641963620695415,0.04843958832791619,0.04088340790697595,0.05042342873848516,0.05178282686896521,0.053553541125567296,0.05665428634849785,0.05276421599918813,0.05311644672141567,0.054308802972457645,0.05838954924577526,0.053917147372315496,0.049353378668189785,0.05009120998302508,0.05205007392513257,10017212.543684343
2019-09-27 10:30:00,0.056277686787665746,0.05170359522811504,0.055792196635710285,0.05407898093764754,0.05641963620695415,0.04843958832791619,0.04088340790697595,0.05042342873848516,0.05178282686896521,0.053553541125567296,0.05665428634849785,0.05276421599918813,0.05311644672141567,0.054308802972457645,0.05838954924577526,0.053917147372315496,0.049353378668189785,0.05009120998302508,0.05205007392513257,10011874.08013036
2019-09-27 11:30:00,0.056277686787665746,0.05170359522811504,0.055792196635710285,0.05407898093764754,0.05641963620695415,0.04843958832791619,0.04088340790697595,0.05042342873848516,0.05178282686896521,0.053553541125567296,0.05665428634849785,0.05276421599918813,0.05311644672141567,0.054308802972457645,0.05838954924577526,0.053917147372315496,0.049353378668189785,0.05009120998302508,0.05205007392513257,9988197.822424093
2019-09-27 12:30:00,0.05568087094116456,0.054567316748979966,0.05390460963044524,0.05531091577106377,0.05600072629009539,0.05107422052820268,0.03810084807683556,0.05040354755790669,0.05133232321576584,0.05369906380497591,0.056581513624884235,0.05213037724929765,0.053288731282800095,0.053106220931524534,0.057706599244125585,0.053877898469140685,0.04953278965968292,0.051460211608996664,0.052241215364112144,10011298.25795439
2019-09-27 13:30:00,0.05568087094116456,0.054567316748979966,0.05390460963044524,0.05531091577106377,0.05600072629009539,0.05107422052820268,0.03810084807683556,0.05040354755790669,0.05133232321576584,0.05369906380497591,0.056581513624884235,0.05213037724929765,0.053288731282800095,0.053106220931524534,0.057706599244125585,0.053877898469140685,0.04953278965968292,0.051460211608996664,0.052241215364112144,9973290.529821528
2019-09-27 14:30:00,0.05568087094116456,0.054567316748979966,0.05390460963044524,0.05531091577106377,0.05600072629009539,0.05107422052820268,0.03810084807683556,0.05040354755790669,0.05133232321576584,0.05369906380497591,0.056581513624884235,0.05213037724929765,0.053288731282800095,0.053106220931524534,0.057706599244125585,0.053877898469140685,0.04953278965968292,0.051460211608996664,0.052241215364112144,9964030.395203255
2019-09-27 15:30:00,0.05568087094116456,0.054567316748979966,0.05390460963044524,0.05531091577106377,0.05600072629009539,0.05107422052820268,0.03810084807683556,0.05040354755790669,0.05133232321576584,0.05369906380497591,0.056581513624884235,0.05213037724929765,0.053288731282800095,0.053106220931524534,0.057706599244125585,0.053877898469140685,0.04953278965968292,0.051460211608996664,0.052241215364112144,9949481.912411656
2019-09-30 10:30:00,0.05568087094116456,0.054567316748979966,0.05390460963044524,0.05531091577106377,0.05600072629009539,0.05107422052820268,0.03810084807683556,0.05040354755790669,0.05133232321576584,0.05369906380497591,0.056581513624884235,0.05213037724929765,0.053288731282800095,0.053106220931524534,0.057706599244125585,0.053877898469140685,0.04953278965968292,0.051460211608996664,0.052241215364112144,9950509.577456554
2019-09-30 11:30:00,0.05474007745074213,0.0545649275611415,0.05212701562572157,0.053062234122700475,0.05307726372568615,0.05193545816533602,0.03915175121070049,0.0500159614825813,0.055251211443588515,0.05349370923905517,0.058161236785040434,0.05278304160071864,0.05185253351838508,0.05494752962963802,0.05804481034497425,0.053698605254751154,0.048917699948608596,0.05206854147250449,0.05210639141812609,10019082.271749657
