,AMD,CELG,RMD,ARNC,M,NVDA,XLNX,FCX,NKTR,LRCX,LYFT,UBER,SFIX,CRM,SQ,BYND,PINS,SPOT,Values
1999-11-22,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0
1999-11-23,0.10030656706593169,0.1024473946310425,0.099556279575633,0.1001906142353805,0.09992319284762843,0.09836420846629267,0.09985115861607097,0.09938571931593988,0.0997639586598509,0.10021090658622953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0
1999-11-24,0.10030656706593169,0.1024473946310425,0.099556279575633,0.1001906142353805,0.09992319284762843,0.09836420846629267,0.09985115861607097,0.09938571931593988,0.0997639586598509,0.10021090658622953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9980435.745104901
1999-11-26,0.10030656706593169,0.1024473946310425,0.099556279575633,0.1001906142353805,0.09992319284762843,0.09836420846629267,0.09985115861607097,0.09938571931593988,0.0997639586598509,0.10021090658622953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9970456.221906986
1999-11-29,0.10234911522379807,0.10048415643329903,0.09922864039388428,0.10061239919170446,0.10136687132068334,0.09867690274460743,0.10050409120721517,0.09814292337534092,0.09771101325609685,0.10092388685337055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10018658.335785087
1999-11-30,0.10234911522379807,0.10048415643329903,0.09922864039388428,0.10061239919170446,0.10136687132068334,0.09867690274460743,0.10050409120721517,0.09814292337534092,0.09771101325609685,0.10092388685337055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9957479.983109653
1999-12-01,0.10087645237369011,0.10170194171726944,0.09975598617595374,0.10135687786593567,0.10250899657592395,0.09676408218096752,0.09853194609634248,0.09884161286462341,0.09726936262787014,0.10239274152142375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10164553.327483151
1999-12-02,0.10087645237369011,0.10170194171726944,0.09975598617595374,0.10135687786593567,0.10250899657592395,0.09676408218096752,0.09853194609634248,0.09884161286462341,0.09726936262787014,0.10239274152142375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10048220.921974849
1999-12-03,0.10194958939389999,0.09964745251295971,0.09848792511896601,0.10154443102454504,0.1027356186099153,0.0981189964995053,0.09989517909792071,0.09785210551639695,0.0967687163985921,0.10299998582729894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10238353.93110309
1999-12-06,0.10385452416762987,0.10068494613487004,0.09933028270668955,0.10289175604522988,0.10066852128416748,0.09731229705866033,0.09791691682863421,0.09820902256121587,0.09661861460753987,0.1025131186053628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10582194.573974082
1999-12-07,0.10385452416762987,0.10068494613487004,0.09933028270668955,0.10289175604522988,0.10066852128416748,0.09731229705866033,0.09791691682863421,0.09820902256121587,0.09661861460753987,0.1025131186053628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10482450.661326326
1999-12-08,0.10469010491659507,0.09858471202136186,0.10085384207322176,0.1032458338411868,0.09976355732584591,0.09622882001914554,0.09693325760075477,0.09947229537553048,0.09752724873109875,0.1027003280952591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10666790.342521716
1999-12-09,0.10469010491659507,0.09858471202136186,0.10085384207322176,0.1032458338411868,0.09976355732584591,0.09622882001914554,0.09693325760075477,0.09947229537553048,0.09752724873109875,0.1027003280952591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10567735.545659585
1999-12-10,0.10469010491659507,0.09858471202136186,0.10085384207322176,0.1032458338411868,0.09976355732584591,0.09622882001914554,0.09693325760075477,0.09947229537553048,0.09752724873109875,0.1027003280952591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10548431.43601373
1999-12-13,0.10469010491659507,0.09858471202136186,0.10085384207322176,0.1032458338411868,0.09976355732584591,0.09622882001914554,0.09693325760075477,0.09947229537553048,0.09752724873109875,0.1027003280952591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10454098.689243022
1999-12-14,0.10469010491659507,0.09858471202136186,0.10085384207322176,0.1032458338411868,0.09976355732584591,0.09622882001914554,0.09693325760075477,0.09947229537553048,0.09752724873109875,0.1027003280952591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10416815.591561701
1999-12-15,0.10325534414235957,0.10032855547152598,0.10087382964593955,0.10362421870274933,0.09998070963370422,0.09633034972685287,0.09531123004620272,0.09890657491864721,0.09939221647612403,0.10199697123589443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10534106.786364436
1999-12-16,0.10325534414235957,0.10032855547152598,0.10087382964593955,0.10362421870274933,0.09998070963370422,0.09633034972685287,0.09531123004620272,0.09890657491864721,0.09939221647612403,0.10199697123589443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10225323.352947026
1999-12-17,0.10482464419035466,0.10075936017626157,0.09866264258381266,0.10225430815088221,0.09947675276306397,0.09589292567390927,0.09592803706571972,0.09873467342251015,0.10064965799520269,0.10281699797828309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10640137.419539632
1999-12-20,0.10299737610048111,0.10183588552487145,0.09885085297001339,0.10269584761856011,0.10162935529206252,0.09712524853021105,0.09383495946686092,0.09892302121585522,0.09881842683840061,0.10328902644268365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10976636.46064866
1999-12-21,0.10299737610048111,0.10183588552487145,0.09885085297001339,0.10269584761856011,0.10162935529206252,0.09712524853021105,0.09383495946686092,0.09892302121585522,0.09881842683840061,0.10328902644268365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10925034.394103955
1999-12-22,0.10289589210928594,0.10022042483171067,0.09819401688649589,0.10146671710696616,0.10272187712605689,0.09850958019896452,0.09475180279404631,0.09833419121295282,0.09883929856792996,0.10406619916559068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11271816.691414699
1999-12-23,0.10140309264838995,0.10091361907689166,0.09678263653212296,0.10159637885713665,0.10206687755772696,0.09955242040819239,0.09710172420594106,0.0975698484702,0.09889186099816363,0.1041215412452349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11483172.898362674
1999-12-27,0.10140309264838995,0.10091361907689166,0.09678263653212296,0.10159637885713665,0.10206687755772696,0.09955242040819239,0.09710172420594106,0.0975698484702,0.09889186099816363,0.1041215412452349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11468146.841917695
1999-12-28,0.1016234934289137,0.10108258417896321,0.09698952510802544,0.10183256311885439,0.10237008283577438,0.099498913229061,0.09501894739047634,0.09807501252011394,0.09914927328461769,0.10435960490519994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11728118.851777852
1999-12-29,0.1016234934289137,0.10108258417896321,0.09698952510802544,0.10183256311885439,0.10237008283577438,0.099498913229061,0.09501894739047634,0.09807501252011394,0.09914927328461769,0.10435960490519994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11170803.431609664
1999-12-30,0.1016234934289137,0.10108258417896321,0.09698952510802544,0.10183256311885439,0.10237008283577438,0.099498913229061,0.09501894739047634,0.09807501252011394,0.09914927328461769,0.10435960490519994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11147637.194587521
1999-12-31,0.10114222584247719,0.09859811435216889,0.09854516130413506,0.10044043959038826,0.10272800299674123,0.09982719651222902,0.09400959219062484,0.10018953778531976,0.10055733432500022,0.10396239510091541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11258518.870149508
2000-01-03,0.10153478319514526,0.0979321880108672,0.09901207878936295,0.1002035100826476,0.10206005822496143,0.09944139663467999,0.09473157970629117,0.09966019320219888,0.09989105490244746,0.10553315725139809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11287999.117512198
2000-01-04,0.10341951539283963,0.09704416382171155,0.09835226672767561,0.1003332795528221,0.10256417620791286,0.09949641642600171,0.09373124757234856,0.10071011854833044,0.09911448659656975,0.10523432915378796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11702653.27313662
2000-01-05,0.10341951539283963,0.09704416382171155,0.09835226672767561,0.1003332795528221,0.10256417620791286,0.09949641642600171,0.09373124757234856,0.10071011854833044,0.09911448659656975,0.10523432915378796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11378731.099042531
2000-01-06,0.10341951539283963,0.09704416382171155,0.09835226672767561,0.1003332795528221,0.10256417620791286,0.09949641642600171,0.09373124757234856,0.10071011854833044,0.09911448659656975,0.10523432915378796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11197246.794328261
2000-01-07,0.10383266828774262,0.09686861323757098,0.09910767423562464,0.10048957984328726,0.10265602513520662,0.09773128732937689,0.09215013613586719,0.09986051570296625,0.10118927367013437,0.1061142264222231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11379539.780365072
2000-01-10,0.10383266828774262,0.09686861323757098,0.09910767423562464,0.10048957984328726,0.10265602513520662,0.09773128732937689,0.09215013613586719,0.09986051570296625,0.10118927367013437,0.1061142264222231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11177254.50225196
2000-01-11,0.10414610613561968,0.09652849209027199,0.09905814555490748,0.09982695939062006,0.10303125862562536,0.09761259846826414,0.09186663939585135,0.09870722514357122,0.10302188141179094,0.10620069378347781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11545390.291662484
2000-01-12,0.10404207919812887,0.09589165305508139,0.09946728203249333,0.10042139918081763,0.10235295548562061,0.0973269391280804,0.09038823340990196,0.09957035169176054,0.10321788859153741,0.10732121822657789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11888251.555264123
2000-01-13,0.10404207919812887,0.09589165305508139,0.09946728203249333,0.10042139918081763,0.10235295548562061,0.0973269391280804,0.09038823340990196,0.09957035169176054,0.10321788859153741,0.10732121822657789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11586279.050037965
2000-01-14,0.10334346197258155,0.09638703756888128,0.10049334085258524,0.09860547620184767,0.1020681185298696,0.09860752224292701,0.09121545623740578,0.09810736113764604,0.10449408906556211,0.10667813619069379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11673962.410686646
2000-01-18,0.10458060277736402,0.09711249882679852,0.09983913582626588,0.09750047137467864,0.09933546823116395,0.09892469712403575,0.09139872861224549,0.09724307203791975,0.10551096485160462,0.10855436033792348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11984448.080567805
2000-01-19,0.1041782169718666,0.09642415359138375,0.10005666330127423,0.0969175759103061,0.09934134096222917,0.09899475133941207,0.09073933801057783,0.0971545639255296,0.10773129977405788,0.10846209621336277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12309238.438781843
2000-01-20,0.10609675390817637,0.09680675511307885,0.1004030243615911,0.09575893653652133,0.0985145404744444,0.09829448622346879,0.09037472199851611,0.09723372816810577,0.10697827708748268,0.10953877612861475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12644535.28417797
2000-01-21,0.10364237898894275,0.09878065364416735,0.10168626347268193,0.09508378946065352,0.09728367223633493,0.09803004196206665,0.09062472355891495,0.09642282948156891,0.10671202026968897,0.11173362692497993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12927132.068225125
2000-01-24,0.10364237898894275,0.09878065364416735,0.10168626347268193,0.09508378946065352,0.09728367223633493,0.09803004196206665,0.09062472355891495,0.09642282948156891,0.10671202026968897,0.11173362692497993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12891623.191140711
2000-01-25,0.10364237898894275,0.09878065364416735,0.10168626347268193,0.09508378946065352,0.09728367223633493,0.09803004196206665,0.09062472355891495,0.09642282948156891,0.10671202026968897,0.11173362692497993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12847763.788799051
2000-01-26,0.10364237898894275,0.09878065364416735,0.10168626347268193,0.09508378946065352,0.09728367223633493,0.09803004196206665,0.09062472355891495,0.09642282948156891,0.10671202026968897,0.11173362692497993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12508410.374379847
2000-01-27,0.10409658955441281,0.10146675274997603,0.10130473634593724,0.09513187939203664,0.09775291596181492,0.09780725488422536,0.09002767093382871,0.09612580793664338,0.10482760187903808,0.11145879036208681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12523725.20531889
2000-01-28,0.10409658955441281,0.10146675274997603,0.10130473634593724,0.09513187939203664,0.09775291596181492,0.09780725488422536,0.09002767093382871,0.09612580793664338,0.10482760187903808,0.11145879036208681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12282249.482175885
2000-01-31,0.10409658955441281,0.10146675274997603,0.10130473634593724,0.09513187939203664,0.09775291596181492,0.09780725488422536,0.09002767093382871,0.09612580793664338,0.10482760187903808,0.11145879036208681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11808769.83944074
2000-02-01,0.10409658955441281,0.10146675274997603,0.10130473634593724,0.09513187939203664,0.09775291596181492,0.09780725488422536,0.09002767093382871,0.09612580793664338,0.10482760187903808,0.11145879036208681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11672517.305277586
2000-02-02,0.10283890507274536,0.10047593646636675,0.1020193903964277,0.09532822607927599,0.09720092844727496,0.09806145624935332,0.09124341639744668,0.09582708155398062,0.10395709987176979,0.11304755946535898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11694787.880102787
2000-02-03,0.10200008459680453,0.10058932744492327,0.10340378195985005,0.09494440179675202,0.09659787281099448,0.09807664042499552,0.09162027253172768,0.09476190895599386,0.10511725246814885,0.11288845700980972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11942874.377734914
2000-02-04,0.10307606957773151,0.10069813893051155,0.10398260258844147,0.09362992050371106,0.09494128998499043,0.09791991876458803,0.09330763097612349,0.09512481726000054,0.10441077934533484,0.11290883206856689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12597060.725323644
2000-02-07,0.10227179668829522,0.10257856389658156,0.10453473768416545,0.09264017020491742,0.09387267676937493,0.0973228071808816,0.09347879240187543,0.09559151135370172,0.1058397071207105,0.11186923669949635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12866283.109189086
2000-02-08,0.10303513838117498,0.10466598493258877,0.10443281767295273,0.0917345691489463,0.09273703540161837,0.09621274376997471,0.09381616394554208,0.0947786058196316,0.10682082443149545,0.11176611649607493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193163.05238868
2000-02-09,0.10293257388559068,0.10457469904571731,0.10481616219705496,0.09066491340152888,0.09301842646780693,0.09742004459014227,0.0929526242062365,0.09395889831381275,0.10904314305001725,0.11061851484209256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13472458.856870165
2000-02-10,0.1030331059632858,0.106695437081637,0.1052504230316571,0.0898121432835621,0.09196465234521951,0.09842429174065902,0.09185560969601013,0.09359412202388824,0.10919577227457894,0.1101744425595021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13644590.50814803
2000-02-11,0.10281876658806723,0.10644355002951393,0.10536404076533674,0.08972577905002144,0.09156740584821337,0.10039670272976015,0.09163716786912536,0.09300703589718225,0.10874628034236053,0.11029327088041917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13823835.4794753
2000-02-14,0.10410987920737708,0.10902415846806794,0.10380955950465873,0.09038084524963617,0.09098219077308035,0.09961277113170493,0.09088363892333798,0.09351771101475528,0.1076367635050946,0.11004248222228677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14277158.897541057
2000-02-15,0.10410987920737708,0.10902415846806794,0.10380955950465873,0.09038084524963617,0.09098219077308035,0.09961277113170493,0.09088363892333798,0.09351771101475528,0.1076367635050946,0.11004248222228677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14274051.961663902
2000-02-16,0.10451502365082971,0.10746218519121487,0.10232077683372715,0.09194983207682712,0.0929205098814874,0.09718659827080721,0.09298625087222086,0.09269766331304573,0.10856133936922374,0.10939982054061621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14655372.019749528
2000-02-17,0.10414370113400073,0.10956086233431502,0.10189628616186444,0.09154193876213877,0.09216447599587098,0.09708139174599226,0.09311562394285783,0.09213439936862136,0.10954216759195674,0.10881915296238213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14665881.272025207
2000-02-18,0.10301162709824915,0.10987349544784782,0.10142716111175033,0.09181443777373373,0.09105023421428832,0.09706505659618725,0.09322235411911439,0.09183601176448655,0.1117665436242901,0.10893307825005247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15298179.611283835
2000-02-22,0.10223140241327824,0.10874192785587429,0.102363771862083,0.09159260109963858,0.09112386340131964,0.09990120692157851,0.09268383655348304,0.09204310635470869,0.11158012528731708,0.10773815825071885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15638056.147676835
2000-02-23,0.10223140241327824,0.10874192785587429,0.102363771862083,0.09159260109963858,0.09112386340131964,0.09990120692157851,0.09268383655348304,0.09204310635470869,0.11158012528731708,0.10773815825071885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15329311.338635085
2000-02-24,0.1019765446284364,0.10980793421636176,0.10305820287946806,0.09088891592500647,0.08994115467625802,0.1006524378340853,0.09322200870331365,0.08978534917741346,0.11110937480099026,0.10955807715866654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15363726.993144743
2000-02-25,0.10196656253347904,0.10971986540772709,0.10552078406540892,0.09054921288639221,0.08957672858732453,0.10037849750103893,0.09405711224605053,0.0881327194773377,0.11114526853663911,0.10895324875860206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15397851.89925248
2000-02-28,0.10111494168765382,0.11115179565329304,0.10725250785707868,0.09098037825205013,0.09019378600015197,0.098219237146916,0.09237310964960545,0.08728762582778456,0.11398275968112434,0.10744385824434201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15425480.576865405
2000-02-29,0.10111494168765382,0.11115179565329304,0.10725250785707868,0.09098037825205013,0.09019378600015197,0.098219237146916,0.09237310964960545,0.08728762582778456,0.11398275968112434,0.10744385824434201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15323152.287837323
2000-03-01,0.10064741537434667,0.11096466530803675,0.1065618706403516,0.08972457745958407,0.09002114345766904,0.0986642816065497,0.09354112221631791,0.08667142271557954,0.11393097780861967,0.10927252341294504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15948738.230904035
2000-03-02,0.10133279574854567,0.11250536833253798,0.10842301115193871,0.09018895972053352,0.08799218312913361,0.09793916111152927,0.09309788750130997,0.08739988916367873,0.11323429771789989,0.10788644642289275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16530315.431228671
2000-03-03,0.10133279574854567,0.11250536833253798,0.10842301115193871,0.09018895972053352,0.08799218312913361,0.09793916111152927,0.09309788750130997,0.08739988916367873,0.11323429771789989,0.10788644642289275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16478738.551145073
2000-03-06,0.10133279574854567,0.11250536833253798,0.10842301115193871,0.09018895972053352,0.08799218312913361,0.09793916111152927,0.09309788750130997,0.08739988916367873,0.11323429771789989,0.10788644642289275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16261223.150857333
2000-03-07,0.10152699875545927,0.11252942056042255,0.1080737161806021,0.08961364185715608,0.0870893815508463,0.09983204793146411,0.09264357323600347,0.08687202537519943,0.11423292624754702,0.10758626830529966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16600324.983115073
2000-03-08,0.10372475595548006,0.11150104801784827,0.10703435348172305,0.08891223407801714,0.08661636336073768,0.10174611897730386,0.09232638052481272,0.0868861004668039,0.11412566622670582,0.10712697891056738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17482447.74135457
2000-03-09,0.1017893966929246,0.10956570118987946,0.10869738759421904,0.09082475669859114,0.08765413992568971,0.1031476166603652,0.09154859389809578,0.08670962444617625,0.11503160108751397,0.10503118180654492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17705485.074535467
2000-03-10,0.1017893966929246,0.10956570118987946,0.10869738759421904,0.09082475669859114,0.08765413992568971,0.1031476166603652,0.09154859389809578,0.08670962444617625,0.11503160108751397,0.10503118180654492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17537275.25561896
2000-03-13,0.10013765360919363,0.1089852395995958,0.10779864336007303,0.09127263634214026,0.08836550176530192,0.10458891520576818,0.09157198191850396,0.08653129574474892,0.11407551892012059,0.1066726135345536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18239190.662480436
2000-03-14,0.10013765360919363,0.1089852395995958,0.10779864336007303,0.09127263634214026,0.08836550176530192,0.10458891520576818,0.09157198191850396,0.08653129574474892,0.11407551892012059,0.1066726135345536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17711434.983658243
2000-03-15,0.100619597292332,0.1075181002356594,0.10731324033252562,0.09165213006057625,0.08939958913168386,0.10359762543208827,0.09160311531971328,0.08731237550915563,0.11398726531012993,0.1069969613761358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18447490.8937802
2000-03-16,0.100619597292332,0.1075181002356594,0.10731324033252562,0.09165213006057625,0.08939958913168386,0.10359762543208827,0.09160311531971328,0.08731237550915563,0.11398726531012993,0.1069969613761358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16467432.415093359
2000-03-17,0.10092969914396242,0.1075764207167628,0.10796826699094374,0.09215486408622668,0.08968719843792963,0.10341198475807362,0.09189366753115072,0.08776149375061337,0.11377152476892453,0.10484487981541246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16782325.493637957
2000-03-20,0.10092969914396242,0.1075764207167628,0.10796826699094374,0.09215486408622668,0.08968719843792963,0.10341198475807362,0.09189366753115072,0.08776149375061337,0.11377152476892453,0.10484487981541246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15014028.811278654
2000-03-21,0.10184307170229878,0.10532358157765684,0.10827126825490013,0.09250178857625453,0.09009248061384736,0.10332504970435923,0.09168693767632345,0.08820884291810761,0.11360786334518012,0.10513911563107199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15639643.206702199
