,WMT,BK,CI,JPM,DD,CL,HIG,AFL,DOX,BCE,BRK.B,KO,HON,L,PEP,RSG,PG,SYY,WU,Values
2006-10-13,0.05294765312557925,0.05283206666041915,0.05286671608032226,0.0535469402503785,0.05311570282747211,0.05237510004830624,0.05305189714180223,0.05241804072096782,0.052774368085688125,0.053231909834360255,0.049441534937150845,0.05248681903706136,0.05312731210324573,0.05301712635222019,0.05173519508545514,0.053465087120530816,0.052418040720967826,0.052947653125579246,0.05220083674249277,10000000.0
2006-10-20,0.05294765312557925,0.05283206666041915,0.05286671608032226,0.0535469402503785,0.05311570282747211,0.05237510004830624,0.05305189714180223,0.05241804072096782,0.052774368085688125,0.053231909834360255,0.049441534937150845,0.05248681903706136,0.05312731210324573,0.05301712635222019,0.05173519508545514,0.053465087120530816,0.052418040720967826,0.052947653125579246,0.05220083674249277,9993819.247373179
2006-10-27,0.05294765312557925,0.05283206666041915,0.05286671608032226,0.0535469402503785,0.05311570282747211,0.05237510004830624,0.05305189714180223,0.05241804072096782,0.052774368085688125,0.053231909834360255,0.049441534937150845,0.05248681903706136,0.05312731210324573,0.05301712635222019,0.05173519508545514,0.053465087120530816,0.052418040720967826,0.052947653125579246,0.05220083674249277,9984413.183745382
2006-11-03,0.05267899372963385,0.05264514411538122,0.05289750726207626,0.053360232245518634,0.05293049846555571,0.05223778718101526,0.052919952648535204,0.052235940484174334,0.052574130706767384,0.05284551138290255,0.05263803846026159,0.05230246271727613,0.05293526178142774,0.05286759488824622,0.051558118188049534,0.05326359843686636,0.05225407451597564,0.05283566171816777,0.05201949107216856,10182307.804599898
2006-11-10,0.05267899372963385,0.05264514411538122,0.05289750726207626,0.053360232245518634,0.05293049846555571,0.05223778718101526,0.052919952648535204,0.052235940484174334,0.052574130706767384,0.05284551138290255,0.05263803846026159,0.05230246271727613,0.05293526178142774,0.05286759488824622,0.051558118188049534,0.05326359843686636,0.05225407451597564,0.05283566171816777,0.05201949107216856,10099158.665629975
2006-11-17,0.05291278900876974,0.0528705787968702,0.053280067413313016,0.05352589427552767,0.05308566652108816,0.052416692486969306,0.05330993163989552,0.05238274560094576,0.05261556726961569,0.052948333247207435,0.04942852324931668,0.052518274324553006,0.05310693410614253,0.05296589033916082,0.05168072194240675,0.05343080414234215,0.052400930597056916,0.053008840157947504,0.05211081488087107,10154684.240587022
2006-11-24,0.052806573576848446,0.0526548165214593,0.054018854305017704,0.05322797621144212,0.052668605077667734,0.05211669973937202,0.05274065807501114,0.052171333052346655,0.05261670893433659,0.052889447196892765,0.052576655891602944,0.05227321443429517,0.052859127421491105,0.0530583172806163,0.05152104010144229,0.052965509167666326,0.05211398644626954,0.05288329926854154,0.05183717729768036,10185885.684318358
2006-12-01,0.052806573576848446,0.0526548165214593,0.054018854305017704,0.05322797621144212,0.052668605077667734,0.05211669973937202,0.05274065807501114,0.052171333052346655,0.05261670893433659,0.052889447196892765,0.052576655891602944,0.05227321443429517,0.052859127421491105,0.0530583172806163,0.05152104010144229,0.052965509167666326,0.05211398644626954,0.05288329926854154,0.05183717729768036,10172770.55436397
2006-12-08,0.05255889694182489,0.052461380616109096,0.05399896460667085,0.05302401371976645,0.05241087351528917,0.05186637525335241,0.052706888545191434,0.051944308992264744,0.05236160702166981,0.05269754027794519,0.05586324414688552,0.05227412374558941,0.05253964070741736,0.05281784681987883,0.0513946915471219,0.05276614345246113,0.05195317219820926,0.05268424299688922,0.05167604489546329,10203873.32677403
2006-12-15,0.0523543470907885,0.052265128378764424,0.053806594046205934,0.05284093858822102,0.052210049408506494,0.05166217231679208,0.052559790681746495,0.05175227202912286,0.05213900620866934,0.05250430959842686,0.059416370997584914,0.052071829719033895,0.05235145945936985,0.05262518976937578,0.05118987786535556,0.05254920504914335,0.051756825008910205,0.05247906075552532,0.051465573028457126,10325870.825475827
2006-12-22,0.05253411874533609,0.0524603856989244,0.05403436054232842,0.05303393493883292,0.05239989040767776,0.05185414994577841,0.05277203466609519,0.05195631512264897,0.052354528408316996,0.052705471243797986,0.05585814711610322,0.05226077477850528,0.05255973886041298,0.052821164488618254,0.05138498566698035,0.052733197007214544,0.0519497717601534,0.05268576063643162,0.05164126996584347,10457479.672944907
2006-12-29,0.05253411874533609,0.0524603856989244,0.05403436054232842,0.05303393493883292,0.05239989040767776,0.05185414994577841,0.05277203466609519,0.05195631512264897,0.052354528408316996,0.052705471243797986,0.05585814711610322,0.05226077477850528,0.05255973886041298,0.052821164488618254,0.05138498566698035,0.052733197007214544,0.0519497717601534,0.05268576063643162,0.05164126996584347,10385290.307864834
