,AMD,CELG,RMD,ARNC,M,NVDA,XLNX,FCX,NKTR,LRCX,LYFT,UBER,SFIX,CRM,SQ,BYND,PINS,SPOT,Values
1999-12-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0
1999-12-10,0.10185197284314704,0.10308948603341948,0.09806644554138028,0.1020411337853996,0.09964043426450321,0.09794369834795172,0.09821879591263348,0.0965071749322785,0.09960669641861718,0.10303416192066935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0
1999-12-17,0.09872251718504639,0.09802425783160136,0.10286868795404439,0.10486181329219131,0.10133217693552758,0.09736974232582862,0.09571112599202446,0.09672551331902986,0.10089966831764234,0.10348449684706362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500929.280619692
1999-12-23,0.09872251718504639,0.09802425783160136,0.10286868795404439,0.10486181329219131,0.10133217693552758,0.09736974232582862,0.09571112599202446,0.09672551331902986,0.10089966831764234,0.10348449684706362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10433930.679691443
1999-12-31,0.09717322031681482,0.09889733365980669,0.10178460629627266,0.103582270220535,0.09999480584090994,0.10106466923719928,0.09610435877794461,0.09455346308991265,0.10102521733508103,0.10582005522552329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10941964.019547448
2000-01-07,0.09770133016154786,0.09896139516367031,0.1021549629515955,0.1041572212256407,0.10028522805284582,0.101039337371127,0.09118013486286623,0.09722131873836465,0.10093172371373067,0.10636734775861122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11756086.188526964
2000-01-14,0.09770133016154786,0.09896139516367031,0.1021549629515955,0.1041572212256407,0.10028522805284582,0.101039337371127,0.09118013486286623,0.09722131873836465,0.10093172371373067,0.10636734775861122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11733208.095345054
2000-01-21,0.09770133016154786,0.09896139516367031,0.1021549629515955,0.1041572212256407,0.10028522805284582,0.101039337371127,0.09118013486286623,0.09722131873836465,0.10093172371373067,0.10636734775861122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11569971.389804024
2000-01-28,0.09554826472443853,0.0990623970529949,0.10673814494523431,0.10208125823888389,0.09829413326323776,0.10090908317730289,0.0900895975399666,0.09575611509829672,0.10326233629748305,0.10825866966216131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12356186.025360677
2000-02-04,0.09659942773425269,0.10418937967439537,0.10389160977645559,0.10252266404924551,0.09921817297267825,0.0983771034026337,0.08989387948581579,0.09653298363607488,0.1023095503121857,0.10646522895626251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12891701.451838993
2000-02-11,0.09659942773425269,0.10418937967439537,0.10389160977645559,0.10252266404924551,0.09921817297267825,0.0983771034026337,0.08989387948581579,0.09653298363607488,0.1023095503121857,0.10646522895626251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11672312.234051794
2000-02-18,0.09767193627087398,0.10852986560893471,0.10343519008726881,0.10084946591922805,0.09704010169748181,0.10042817840353235,0.0884894471884589,0.09482067964964447,0.1032120095811384,0.10552312559343865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13196651.971357565
2000-02-25,0.09466719538506414,0.10997446282437601,0.10216628830714573,0.10116719842675767,0.0943966555083463,0.10443891402658133,0.08967933878427196,0.09338110168103202,0.10652492719472718,0.10360391786169756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14285153.519679612
2000-03-03,0.0946869475308467,0.11133225545979385,0.10767408843551247,0.09982402007270137,0.09415438649197401,0.10289857703822292,0.09057187334715207,0.08943904294530124,0.10593246470432001,0.10348634397417532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15367175.014426377
2000-03-10,0.0946869475308467,0.11133225545979385,0.10767408843551247,0.09982402007270137,0.09415438649197401,0.10289857703822292,0.09057187334715207,0.08943904294530124,0.10593246470432001,0.10348634397417532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15358139.880176796
2000-03-17,0.09448883818707861,0.11043559093303412,0.10680616383572389,0.09920758842485132,0.09341614648599836,0.10788593749754087,0.08980645180928974,0.08878286528633594,0.10581743950485363,0.10335297803529343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16586940.946530674
2000-03-24,0.09569995019270112,0.10975009514519346,0.10754190289099899,0.09983669978762931,0.0953658175094223,0.10850474936567944,0.09051726011602211,0.08974550147153802,0.10413408732451199,0.09890393619630322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17928937.565124836
2000-03-31,0.09569995019270112,0.10975009514519346,0.10754190289099899,0.09983669978762931,0.0953658175094223,0.10850474936567944,0.09051726011602211,0.08974550147153802,0.10413408732451199,0.09890393619630322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15836070.181813985
2000-04-07,0.09786108454684023,0.1095622402240105,0.10327268291257509,0.10086109340882043,0.09692612496900628,0.10868423770282727,0.09147788340917286,0.08978738734484865,0.10343730394855144,0.09812996153334717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16462023.384489078
2000-04-14,0.09786108454684023,0.1095622402240105,0.10327268291257509,0.10086109340882043,0.09692612496900628,0.10868423770282727,0.09147788340917286,0.08978738734484865,0.10343730394855144,0.09812996153334717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14537861.790900797
